smiles,homo,lumo,hl
COc1ccccc1[C@@H](C)[S@](=O)c1ccccc1OC,-5.02799,-1.68938,3.33861
c1ccc(-c2n[nH]c(-c3ccccn3)n2)cc1,-5.58839,-2.58393,3.00446
CC(C)(C)P([P][N]N([Si](C)(C)C)[Si](C)(C)C)C(C)(C)C,-4.52271,-2.3499,2.17281
COc1cc(/C=N/c2c(C)n(C)n(-c3ccccc3)c2=O)ccc1OCc1ccc(Cl)cc1Cl,-4.76659,-2.21439,2.5522
CC(=O)N[C@@]1(Cc2ccccc2)CC[C@H]2CC[C@@H](C(=O)OC(C)(C)C)N2C1=O,-5.4212,-1.21727,4.20393
c1ccc2c(c1)c1ccc3c4ccccc4c4c5ccccc5c5ccc6c7ccccc7c2c2c1c3c4c5c62,-4.87005,-2.72261,2.14744
C=CCn1c(-c2cnccn2)n[nH]c1=S,-5.20862,-3.12289,2.08573
Clc1ccc2c(c1)c1ccc3c4cc(Cl)ccc4c4c5ccc(Cl)cc5c5ccc6c7cc(Cl)ccc7c2c2c1c3c4c5c62,-5.16728,-3.08877,2.07851
Fc1ccc2c(c1)c1ccc3c4cc(F)ccc4c4c5ccc(F)cc5c5ccc6c7cc(F)ccc7c2c2c1c3c4c5c62,-5.07118,-2.93703,2.13415
CC(C)N(C(=O)C(C(=O)N(C(C)C)C(C)C)N1[N]N=C([Si](C)(C)C)[N]1)C(C)C,-5.67912,-1.69266,3.98646
O=C1/C(=C/c2cn(Cc3ccccc3)c3ccc([N+](=O)[O-])cc23)N2CCC1CC2,-4.94044,-3.19621,1.74423
CCOC(=O)c1c(-c2ccc(F)cc2)nc(-c2ccc(F)cc2)c(Sc2ccc(C)cc2)c1O,-4.97709,-2.99263,1.98446
CC(O)=C1C(=O)c2ccccc2C1=O,-5.87505,-3.2664,2.60865
CN(C)c1cc2cc(N(C)C)c(N(C)C)cc2cc1N(C)C,-4.15159,-1.31125,2.84034
COC(=O)[C]1C(C(=O)OC)=NN=C(C(C)(C)C)[PH]1(c1ccccc1)c1ccccc1,-4.88151,-2.63208,2.24943
COc1ccc([C@@H]2CN(C)Cc3cc(OCCCN4CCOC[C@@H]4C)ccc32)cc1,-4.8941,-1.12903,3.76507
C[Si](C)(C)[N][PH](CP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,-5.13858,-1.99456,3.14402
COc1ccc([C@@H](C)N2CCC=C[C@@H]3OC(C)(C)O[C@H]3[C@@H]2[C@@H](O)C(=O)OC(C)(C)C)cc1,-4.77203,-1.45331,3.31872
COc1ccc2ccccc2c1-c1ccccc1P(=O)(c1ccccc1)c1ccccc1,-5.16591,-2.14392,3.02199
COc1ccc2ccccc2c1-c1ccccc1P(=O)(C(C)(C)C)C(C)(C)C,-4.71916,-1.79862,2.92054
CCCCSc1ccc(C2=C/C(=C3/C=C(c4ccc(SCCCC)s4)SC3=O)C(=O)S2)s1,-4.4951,-3.68341,0.81169
COc1cc2c(cc1OC)[Si](C)(C)O[C@H](C(=O)N(C)OC)[C@H]2OC(=O)c1ccccc1,-4.92167,-2.24105,2.68062
O=C1C=C[C@]2(O)CC[C@@H](CC(Br)Br)N12,-6.16119,-2.70022,3.46097
Cc1cc2oc(-c3ccccc3)cc(=O)n2n1,-5.95125,-2.96117,2.99008
CC(=O)Oc1cccc2ccc(C=O)nc12,-5.99454,-3.38666,2.60788
COC(=O)n1cc([C@@H](OC)C(=O)O[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c2ccccc21,-5.41185,-1.96406,3.44779
C[C@]1(O)CC[C@@H]2C[C@H]1CC[C@]2(C)O,-6.0111,-0.58066,5.43044
COc1cc2c(cc1OC)[C@H](C(Cl)(Cl)Cl)c1cc(OC)c(OC)cc1[C@@H]2C(=O)OC,-4.89668,-1.98866,2.90802
CC(C)c1cc2c(c(O)c1O)[C@@]13CCCC(C)(C)[C@@H]1C[C@@H]2OC3=O,-5.31543,-1.38071,3.93472
CC(=O)[C@@H]1CC[C@@H]2[C@H]3CCC4=CC(=O)CC[C@@]4(C)[C@@H]3[C@@H](O)C[C@@]12C,-5.1805,-2.32416,2.85634
COc1ccc(/C(C(C)=O)=C(\C)O)c(OC)c1,-5.19573,-2.08587,3.10986
COC(CN(C)P(=O)(NC(=O)c1ccccc1)N(C)CC(OC)OC)OC,-5.39394,-2.31656,3.07738
Cc1ccc([C@]23N[C@@H]4[C@H]5C=C[C@H](O5)[C@@H]4CN2C(=O)[C@H]2[C@@H]3[C@@H]3C=C[C@H]2C3)cc1,-5.33884,-1.37137,3.96747
Fc1nc(F)c(F)c(-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4c(F)c(F)nc(F)c4F)ccc2-3)c1F,-5.76708,-3.15845,2.60863
c1ccc2c(c1)OCCOCCOc1ccccc1OCC(OCc1ccc3ccccc3c1)CO2,-4.93463,-1.98938,2.94525
c1ccc(COC2COc3ccccc3OCCOCCOc3ccccc3OC2)nc1,-5.14109,-1.63035,3.51074
O=C1Nc2ccc(Br)cc2[C@H]2C[C@@H]3CCO[C@@]132,-5.49586,-1.9639,3.53196
COc1ccc(-c2c(C#N)c(N)c(C#N)c(SC)c2-c2ccc(OC)c(OC)c2)cc1,-5.06179,-2.72191,2.33988
O=C1C=C2CC3=CC(=O)C=C(CC4=CC(=O)C=C(CC5=CC(=O)C=C(CC(=C1)C2=O)C5=O)C4=O)C3=O,-6.24563,-4.88675,1.35888
CC(=O)O[C@@H]1[C@H](Cc2ccccc2)NC(=O)N[C@@H](Cc2ccccc2)[C@H]1O,-5.80187,-1.53167,4.2702
O=C1C[C@@H]2CC[C@@H]3CC(Br)(Br)[C@@]1(O)N23,-5.35807,-2.55013,2.80794
CCOC(=O)[C@H]1[C@@H](/C=C/C(=O)OC)C[C@@H](/C=C/C(=O)OC)[C@H]1NC(=O)c1ccccc1,-5.75508,-2.51761,3.23747
CC(C)(C)c1ccc(CNC(=O)c2cc(-c3ccccc3)nn2CC(=O)O)cc1,-5.57148,-1.98643,3.58505
OCCc1c2ccccc2nc2ccccc12,-5.36435,-3.04291,2.32144
O=C1/C(=C/c2ccccc2)[C@H]2CC[C@@H]1[C@H](c1ccccc1)N2Cc1ccccc1,-5.12264,-2.85671,2.26593
CC(C)[C@@H]1OC(=O)C=C(N2[C@H]3CCC[C@H]3[C@@H]3CCC[C@@H]32)[C@@H]1C,-4.93131,-1.40425,3.52706
O=C1c2ccc(S(=O)(=O)c3ccc4c(c3)C(=O)N(c3cccnc3)C4=O)cc2C(=O)N1c1cccnc1,-6.22808,-4.16235,2.06573
CC(C)(C)c1ccc(-c2cc(=O)c3nc4ccccc4nc3n2C2CCCCC2)cc1,-5.05196,-3.2598,1.79216
CC(=O)O[C@H]1[C@@H]2O[C@@]2(C)CC/C=C(\C)C[C@H](OC(=O)c2ccc(Br)cc2)[C@H]1C(C)C,-5.89742,-2.6305,3.26692
CN1C(=S)[C@]2(c3ccccc31)[C@@H](c1ccccc1)Sc1c(c3ccccc3n1C)[C@H]2c1ccccc1,-4.64432,-2.29713,2.34719
CCO/C(=N\NC(C)=O)c1ccccc1,-5.40405,-2.29444,3.10961
Brc1cccc(Br)c1-c1c(Br)cccc1Br,-6.11691,-1.912,4.20491
CC(=O)N[C@H](CC(C)C)C(=O)O,-5.89625,-1.40642,4.48983
CC(C)[C@@H]1CC[C@@H](C)C[C@@]12N(C)C(=O)[C@@H]1C[C@@H]([C@@H](C)O)ON12,-5.185,-0.80416,4.38084
CCOC(=O)/C(=C1\Nc2ccccc2C1(C)C)c1c[nH]c(C(C)C)c1C(=O)OCC,-4.61426,-1.66182,2.95244
COc1cccc2c1CC[C@H]([C@H](NC(=O)OC(C)(C)C)c1ccc(Br)cc1)C2=C(C#N)C#N,-5.86357,-3.49593,2.36764
COC(=O)[C@](C)(NC(=O)CNC(=O)OCc1ccccc1)c1ccc(C)cc1,-5.36711,-1.60005,3.76706
c1ccc(C(=NC(c2ccccc2)(c2ccccc2)c2nc3ccccc3s2)c2ccccc2)cc1,-5.59863,-2.5096,3.08903
COc1cc2c(c(OC)c1OC)-c1cc(SC)c(=O)ccc1[C@@H](NC(C)=O)CC2,-5.06648,-2.77863,2.28785
COc1ccc(C2=C(c3ccc(OC)cc3)S[P]([S])(SCc3ccccc3)S2)cc1,-4.90221,-2.34555,2.55666
CC1(C)C(=C(C=O)C=O)Nc2ccccc21,-5.4799,-2.93245,2.54745
CO[C@H]1O[C@@H]2[C@@H](O[C@H](C)N[C@@H]2[C@@H]2COC3(CCCCC3)O2)[C@@H]1O,-5.26575,-0.58231,4.68344
CC(=O)Oc1c(C)cccc1C(=O)O,-6.24065,-2.50842,3.73223
Cc1cccc(C)c1OP12(OCC(C)(C)CO1)OC(c1ccccc1)=C(c1ccccc1)O2,-4.66257,-2.02007,2.6425
C1#C[C]2Sc3ccc(cc3)-c3ccccc3-c3ccc(cc3)S[C]1Sc1ccc(cc1)-c1ccccc1-c1ccc(cc1)S2,-4.66827,-2.75044,1.91783
Cc1cccc(C)c1OP12(Oc3c(c4ccccc4c4ccccc34)O1)SCCCS2,-4.82411,-1.94291,2.8812
COC(=O)[C@]1(C)C(=O)[C@](C)(C(=O)OC)[C@H]2[C@@H]1[C@@](C)(C(=O)OC)C(=O)[C@@]2(C)C(=O)OC,-5.63086,-2.21897,3.41189
C[C@H]1CC[C@@H]2[C@@H](C)[C@H]3[C@H](C[C@H]4[C@@H]5C=CC6=CC=CC[C@]6(C)[C@H]5CC[C@@]43C)N2C1,-4.74711,-2.11158,2.63553
COC(=O)[C@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H]1CCCN1C(=O)OC(C)(C)C,-5.15332,-1.38902,3.7643
Cc1cccc(N2CN(c3cccc(C)c3)N(c3cccc(C)c3)CN2c2cccc(C)c2)c1,-4.60204,-1.28037,3.32167
COc1ccc(C(=O)C[C@H](c2ccccc2)c2c(O)c3ccccc3oc2=O)cc1,-5.62603,-2.51435,3.11168
O=C(Nc1cccc2ccccc12)OCC1CCCCCCCCCC1,-5.0997,-2.10059,2.99911
CCOC(=O)NN(C(=O)OCC)[C@](Sc1ccccc1)(C(=O)OC)c1ccc(OC)cc1,-5.32155,-2.16531,3.15624
[CH]1C=CC2=C([C]3CC[C]3C3=c4ccccc4=C4C=CC=C[C]43)c3ccccc3C2=C1,-5.06766,-3.28251,1.78515
Clc1cccc(Cl)c1/C=N/c1ccc2c(c1-c1c(/N=C/c3c(Cl)cccc3Cl)ccc3c1CCCC3)CCCC2,-5.06322,-2.70892,2.3543
CC(=O)C1=C(NCCc2c[nH]c3ccccc23)C=C(c2ccccc2)C[C@H]1c1ccc(C#N)cc1,-4.90687,-2.77645,2.13042
COc1ccc(/C=C2\CC/C(=C\c3ccc(OC)c(OC)c3)C2=O)cc1OC,-4.81968,-2.79204,2.02764
C[C@@H](c1ccccc1)N1[C@H](C(=O)Nc2ccccc2)CC[C@@H]1C(O)(c1ccccc1)c1ccccc1,-4.83027,-1.75452,3.07575
C/C=C1\CN(S(=O)(=O)c2ccc(C)cc2)C\C1=C(/C)c1ccccc1C(=O)c1ccccc1,-5.22785,-2.82719,2.40066
COC(=O)[C@@H](C)c1c([C@]2(C)CCCC(C)(C)C2)ccc2c1C(=O)OC2,-5.95697,-2.35754,3.59943
COc1cccc2c3c(c(=O)oc12)C=CC(=O)CC3,-5.72401,-3.51989,2.20412
CC(C)(C)OC(=O)N1CCC[C@@H]1B1O[C@@H](c2ccccc2)[C@H](c2ccccc2)O1,-5.49462,-1.28939,4.20523
C[C@@H]1CC[C@H]2[C@](C)(Br)[C@@H](Nc3ccccn3)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,-5.18751,-1.63979,3.54772
CC[C@]1(c2ccncc2)CCC(=O)NC1=O,-6.1142,-2.32918,3.78502
CSc1nn2c(=O)c3ccccc3nc2s1,-5.54861,-2.48528,3.06333
O=C1c2ccccc2N(c2ccccc2)[C@]12CCc1c(c3ccccc3n1-c1ccccc1)O2,-4.37395,-2.79279,1.58116
CN(C)C(=O)[C@@H]1[C@@H](C(=O)N(C)C)[C@H](c2ccccc2)[C@H]1c1ccccc1,-5.52206,-1.58913,3.93293
CC(C)(C)[Si](OC[C@H]1C[C@H](F)C(=O)O1)(c1ccccc1)c1ccccc1,-6.23968,-1.88407,4.35561
O[C@H]1Cc2cccc3cccc1c23,-5.25814,-2.00776,3.25038
CC[C@@]1(OC(=O)N[C@@H](C)c2ccccc2)C(=O)OCc2c1cc1n(c2=O)CCC12OCCO2,-5.41625,-2.15796,3.25829
CCO[P@@]1(=O)C[Si](C)(C)c2cc3ccccc3c(-c3c(OC)ccc4ccccc34)c21,-5.03562,-2.34136,2.69426
CCO[C@H](c1ccc(SC)cc1)[C@@H](Br)C(=O)[C]1C(=O)O[N]N1c1ccc(C)cc1,-5.02855,-3.50425,1.5243
CC(C)(C)OC(=O)N1CCC[C@H]1CP(c1ccccc1)c1ccccc1,-5.17735,-1.49998,3.67737
CCOC(=O)c1c(CNC(C)=O)n(S(=O)(=O)c2ccccc2)c2ccc(OC)cc12,-5.31029,-2.53985,2.77044
COC(=O)C1=C[C@]23C[C@@H](C)CC[C@@H]2[C@@]2(C)CC[C@@H](C(C)C)[C@@](OC(=O)c4ccccc4)(O3)[C@@H]12,-6.04055,-2.36181,3.67874
CN(C)c1ccc(/C=N/CCCC/N=C/c2ccc(N(C)C)cc2)cc1,-4.61203,-1.6244,2.98763
COc1cc(OC)c2c(c1)C(=O)O[C@H]2C(Cl)(Cl)Cl,-5.8998,-2.60024,3.29956
CCCCN1C(=O)[C]([C]2C(=O)N(CCCC)c3ccccc32)c2ccccc21,-5.13197,-3.58427,1.5477
CC(=O)c1ccc(-c2ccccc2[N+](=O)[O-])cc1,-5.79237,-3.48839,2.30398
COc1ccc2c(c1)[C@]1(C)CCC[C@@](C)(C(=O)NCc3cccnc3)[C@H]1CC2,-5.1575,-1.94817,3.20933
O=c1cccccc1Nc1ccc(F)cc1,-5.18133,-2.73913,2.4422
CN1C/C(=C\c2ccccc2)C2=Nc3ccccc3S[C@H](c3ccccc3)[C@H]2C1,-5.07041,-2.77204,2.29837
NC(=O)[C@]1(Cl)C[C@H]2C=C[C@@H]1C2,-5.96234,-1.43562,4.52672
Cc1ccc(S(=O)(=O)N2C[C@@H]3[C@@H](C2)c2c(n(C)c(=O)n(C)c2=O)OC3(C)C)cc1,-5.5541,-2.03463,3.51947
Cc1ccc(S(=O)(=O)N2C[C@H]3c4c(n(C)c(=O)n(C)c4=O)O[C@H](c4ccccc4)[C@H]3C2)cc1,-5.59114,-1.99005,3.60109
CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccc2S([O])([O])Oc2ccccc2)cc1,-5.91253,-2.38404,3.52849
COc1cc(/C=N/CC/N=C/c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,-5.18514,-2.16341,3.02173
C[C@H]1[C@H]2CC[C@H]3[C@@H]4CC=C5C[C@@H](N(C)C)CC[C@]5(C)[C@H]4CC[C@]23CN1C,-4.56657,-0.49056,4.07601
COC[C@@H](O)C(C)=C=C(C(=C=C(C)[C@@H](O)COC)C(C)C)C(C)C,-5.3678,-1.50901,3.85879
C[Si]1(C)P[Si](C)(C)P2[Si](C)(C)P[Si](C)(C)P1[Si]2(C)C,-5.2031,-0.98989,4.21321
C=C1C(=O)O[C@]2(C)CC[C@@H]1C[C@@H]1O[C@@]1(C)CC/C=C(\C)CC[C@@H]2O,-5.79313,-2.33104,3.46209
COc1ccc(C(Br)Br)c(C)c1,-5.5887,-2.15214,3.43656
COC(=O)C1=C(C(=O)OC)[C@H]2[C@@H]3[C@@H]4[C@H](F)[C@H]2[C@H]([C@@H]1NS(=O)(=O)c1ccc(C)cc1)[C@@H]43,-6.24976,-2.7687,3.48106
CO[C@]1(c2ccc(Cl)cc2)C[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@@H](CO)O1,-5.63126,-1.72138,3.90988
CON(C)C(=O)c1c(Cn2c(C)nc(Cl)c2Cl)sc2c1c(=O)n(C)c(=O)n2CC(C)C,-5.33878,-2.21225,3.12653
C[C@H](NC1=NC(=O)[C@@](C)(C(F)(F)F)S1)c1ccccc1F,-6.05645,-2.18083,3.87562
CC(C)(C)CC1(CC2([C@H](O)c3ccccc3)SCCCS2)SCCCS1,-4.77808,-1.48062,3.29746
COC(=O)C1=CC(C#N)(C#N)O[C@@H]1c1ccccc1,-6.71897,-3.37186,3.34711
C=C1C(=O)O[C@@H]2C[C@H]1CC[C@]1(C)O[C@H]1CC/C(C)=C/CC[C@]2(C)O,-5.90314,-2.36523,3.53791
O=C1CCC(=O)N1c1cn(-c2ccccc2)cn1,-5.72399,-1.93055,3.79344
CC(C)P(C(C)C)[Si]1N(C(C)(C)C)[C](c2ccccc2)N1C(C)(C)C,-3.95612,-1.86094,2.09518
C=C1C(=O)O[C@H]2C/C(C)=C/CC[C@@]3(C)O[C@](C)(CC[C@@H]3I)[C@@H](I)C[C@@H]12,-5.77925,-2.39978,3.37947
COc1cc([C@H](CO)[C@H](O)c2ccc(OCc3ccccc3)c(OC)c2)ccc1O,-4.82524,-1.27383,3.55141
CSc1nc2c(C#N)c(SC)nn2c([C@H]2O[C@@H]3OC(C)(C)O[C@@H]3[C@H]2OCc2ccccc2)c1C#N,-5.7639,-3.03323,2.73067
Cc1ccc(/N=c2\[se]/c(=N\C(=O)C(c3ccccc3)c3ccccc3)n(C)nc2Nc2ccc(C)cc2)cc1,-4.95946,-2.83662,2.12284
Oc1c2cccc1C[C@@H]1CCC[C@H](Cc3cccc(c3O)C[C@H]3CCC[C@@H](C2)[C@@H]3O)[C@@H]1O,-5.33987,-1.18944,4.15043
C[C@@H]1CN2C[C@H]3CC[C@]4(O)CC(=O)C5=C4[C@@]4(CC5)C(=O)[C@@H]1C[C@@H]2[C@@]34C,-4.81537,-2.44983,2.36554
O=C1OC[C@@H](Cc2ccccc2)N1C(=O)[C@H]1CN(Cc2ccccc2)C[C@@H]1c1ccc(Cl)cc1,-5.12522,-1.91271,3.21251
COC(=O)C1=C[C@H](c2ccc(Cl)cc2)OC1(C#N)C#N,-6.5486,-3.40893,3.13967
O=C1CCC(=O)N1Cc1ccccc1,-6.11067,-1.79672,4.31395
CC[C@@]1(O)CC[C@]23C[C@H]1C[C@@H]2CC[C@@H]1[C@]3(C)CC[C@@H](O)[C@@]1(C)CO,-5.72799,-0.69305,5.03494
CC1=C2C[C@]3(C)C(=O)C[C@@H](C(C)C)[C@H]3C[C@H]3O[C@@]3(C)[C@@H]2CC1=O,-5.43867,-2.32418,3.11449
Cc1ccc(S(=O)(=O)N2C[C@@H]3OC(C)(C)O[C@H]3[C@@H](O)[C@]2(C)C(=O)OC(C)(C)C)cc1,-5.62793,-1.90279,3.72514
CC(=O)O[C@H]1CC[C@]23OC(=O)[C@@]1(C)[C@H]2[C@@H]1C(=O)O[C@H]2[C@H](C)[C@]4(OC(C)=O)CC[C@@H]3[C@@]21C4,-6.39743,-1.54904,4.84839
CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N1CCN3C(=O)c4c(cccc4C(F)(F)F)[C@H]3C1)C(=O)C2,-5.66656,-2.45588,3.21068
COc1ccc(C(=C(c2ccccc2)c2ccccc2)c2ccc(OC)cc2)cc1,-4.60935,-2.06935,2.54
CN1[C]2[C]3N(C)c4ccccc4N3C[C@@H]3[C@H]4c5ccccc5[C@H](c5ccccc54)[C@H]3CN2c2ccccc21,-3.10254,-1.4421,1.66044
CCCC1(C[C@H](O)[C@@H](C)[C@@H](O)C[S@@](=O)C(C)(C)C)OCCO1,-4.95832,-0.45526,4.50306
c1ccc(CN2CSCN2CSCN2CSCN2Cc2ccccc2)cc1,-5.22405,-1.40095,3.8231
C=C(C)c1cc2c(O)c(C(C)=O)ccc2o1,-5.23404,-2.58711,2.64693
COC(=O)[C@H]1C=Cc2cc(O)ccc2O1,-4.81388,-2.08781,2.72607
COc1cc2cc3c(nc2cc1OC)[C@H]1Cc2cc4cc(OC)c(OC)cc4nc2[C@@H](C3)C1,-5.0734,-2.02915,3.04425
c1ccc(C[C@H]2c3ccccc3[C@@H](Cc3ccccc3)c3ccccc32)cc1,-5.74995,-1.52426,4.22569
CC(C)(C)N[Si@]1(C)N(C(C)(C)C)[Si@@](C)(NC(C)(C)C)N1C(C)(C)C,-4.48785,-0.61391,3.87394
c1ccc(-c2c3ccccc3c(-c3ccccc3)c3c4ccccc4c4ccccc4c23)cc1,-4.97183,-2.54697,2.42486
Clc1ccc(-c2c3ccccc3c(-c3ccc(Cl)cc3)c3c4ccccc4c4ccccc4c23)cc1,-5.1377,-2.73975,2.39795
Brc1ccc(-c2c3ccccc3c(-c3ccc(Br)cc3)c3c4ccccc4c4ccccc4c23)cc1,-5.14664,-2.74999,2.39665
N#Cc1ccc(-c2c3ccccc3c(-c3ccc(C#N)cc3)c3c4ccccc4c4ccccc4c23)cc1,-5.48958,-3.19398,2.2956
COc1cccc2nc(C(F)(F)F)cc(Br)c12,-5.70635,-2.87461,2.83174
Cc1ccc(-c2c3ccccc3c(-c3ccc(C)cc3)c3c4ccccc4c4ccccc4c23)cc1,-4.87936,-2.46934,2.41002
O=C1CCC[C@@]2(O)Oc3ccccc3C=C12,-5.54634,-2.97025,2.57609
C=C1[C@@H]2C(=O)C[C@@H](C)[C@H]3[C@@H]2C(C)(C)[C@H](O)[C@@H](OS([O])([O])c2ccc(C)cc2)[C@@H]13,-5.50659,-2.45815,3.04844
CN(C)[PH](O[Si](F)(c1c(F)c(F)c(F)c(F)c1F)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)(N(C)C)N(C)C,-6.18358,-1.91001,4.27357
Fc1c(F)c(F)c([Si]2(c3c(F)c(F)c(F)c(F)c3F)(c3c(F)c(F)c(F)c(F)c3F)O[C](N3CCCC3)c3ccccc3O2)c(F)c1F,-5.97438,-2.87455,3.09983
C/N=C/c1ccccc1O[Si](c1c(F)c(F)c(F)c(F)c1F)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,-6.12362,-3.26904,2.85458
O=C(C(=O)c1c2ccccc2cc2ccccc12)c1c2ccccc2cc2ccccc12,-5.11737,-3.72957,1.3878
COC(=O)[C@@H]1CCCN1C(=O)[C@@]12c3ccccc3N(C)C(=O)[C@]1(C)C[C@]2(C)C#N,-5.50182,-1.89657,3.60525
Cc1cc(C)c2c(C(F)(F)F)cc(Br)nc2c1,-6.10622,-3.06255,3.04367
CC(C)(C)O[C@H]([C@@H](CO)NS(=O)(=O)C[C@]12CC[C@H](CC1=O)C2(C)C)C(F)(F)F,-5.85235,-2.18437,3.66798
CC1(C)[C@@H](CN2CCOCC2)[C@H]1C(O)(c1ccccc1)c1ccccc1,-5.5288,-1.31214,4.21666
CC(=O)COC(=O)C1=CS[C@@H]2CC(=O)N12,-5.41152,-2.64481,2.76671
COC(OC)C1=C[C@@H]2CC(C)=COC2=C[C@H]1P(=O)(c1ccccc1)c1ccccc1,-4.82539,-1.9517,2.87369
CC(=O)OC[C@@]12[C@@H](OC(C)=O)C[C@]3(C)O[C@@]4(c5ccoc5)C[C@]3(C)[C@]1(CCC(=O)[C@]21CO1)O4,-5.57771,-1.77982,3.79789
COC(=O)[C@@H](NC(=O)c1ccccc1)N(C(=O)c1ccccc1)[C@@H](C(=O)OC)P(=O)(OC)OC,-5.84636,-2.23364,3.61272
COc1ccc([P@]([S])(O[C@@H]2C[C@H](C)CC[C@H]2C(C)C)ON(C)C(=O)c2ccc(Cl)cc2)cc1,-5.69732,-2.10425,3.59307
CC1(C)[C@@H]2CC[C@@]1(C[S@@](=O)[C@@]13C(=O)N(Cc4ccccc4)C(=O)[C@@H]1[C@@H]1C=C[C@H]3C1)[C@H](O)C2,-5.5454,-2.27687,3.26853
CO[C@]1(c2ccc([N+](=O)[O-])cc2)OC[C@@]2(O1)N1C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]1SC[C@@]2(C)Br,-5.76949,-3.748,2.02149
CC(=O)/C(Cl)=N/Nc1ccccc1,-5.56027,-2.95829,2.60198
CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@H]2O[C@]3(O[C@]2(C)C[C@]3(C)Br)[C@H](C)[C@@H](O)[C@H]1C,-5.89458,-1.46295,4.43163
CN(C)c1ccc2ccccc2c1-c1c(N(C)C)ccc2ccccc12,-4.42765,-1.90657,2.52108
CC(=O)N1CCCC[C@@H]1C(=O)O,-5.65398,-1.60725,4.04673
c1ccc2c3c(ccc2c1)OCC1(CCCC1)COc1ccc2ccccc2c1-3,-5.00508,-2.04255,2.96253
CC1(C)C(=O)C=C[C@@]2(C)[C@H]1C[C@@H](O)[C@@]1(C)C3=CC(=O)[C@H](c4ccoc4)[C@]3(C)CC[C@H]21,-5.26435,-2.7241,2.54025
COC(=O)C(=C[C@@H]1CC[C@H]2OC(C)(C)O[C@H]2[C@@H]1NC(=O)OCc1ccccc1)C(=O)OC,-5.81216,-2.65191,3.16025
O=C1C=C(Sc2ccccc2)C[C@H]2CCCC3(OCCO3)[C@@]12COCOCc1ccccc1,-5.10486,-2.17082,2.93404
O=C1C=C[C@@H](O)[C@@H](/C=C/c2ccccc2)O1,-5.96982,-2.71695,3.25287
CC(C)[Si](OC[C@@]1(O)OC(=O)[C@@]2(CCC[C@@H]2C)[C@@H]1C)(C(C)C)C(C)C,-5.95148,-0.89593,5.05555
CC(C)[Si](OC[C@]1(O)CC(=O)[C@@]2(CCC[C@@H]2C)[C@H]1C)(C(C)C)C(C)C,-5.31968,-1.61117,3.70851
COc1ccc2c(-c3ccccc3-c3ccccc3)sc(S(=O)(=O)c3ccc(C)cc3)c2c1,-5.07115,-2.71927,2.35188
c1ccc(-c2ccccc2Op2oc3ccccc3c3ccccc3o2)c(Op2oc3ccccc3c3ccccc3o2)c1,-5.5349,-1.95196,3.58294
C[C@@H]1C[C@H]2[C@@H]3C[C@H](O)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,-5.49447,-2.81315,2.68132
COC(=O)C1=CO[C@H](O)[C@H]2C(CO)=CC[C@@H]12,-5.76088,-1.81995,3.94093
C[C@@H]1C/C=C/CC/C=C/C(=N\OCC(=O)N2CCCCC2)Cc2cc(O)cc(O)c2C(=O)O1,-5.19963,-2.17312,3.02651
CC[C@H](CCNC(=O)OC(C)(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)OC,-5.69535,-1.55577,4.13958
CO[C@H]1N(C)c2ccccc2[C@@H](C)C[C@@]1(C)C(=O)Nc1ccccc1,-4.97464,-1.40858,3.56606
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)c1nnc(Nc2ccccc2Br)o1,-5.426,-1.66749,3.75851
Nc1c(/N=C/c2cc(Br)ccc2O)ccc2nc(-c3ccccc3)c(-c3ccccc3)nc12,-5.01478,-3.14867,1.86611
Cc1cc(=O)n(C)c(=O)n1CCCCCCn1c(C)cc(=O)n(C)c1=O,-5.81908,-1.99693,3.82215
Cc1cc(C)c([P][C](c2ccccc2)C(C)(C)C2=N[C@@H](C(C)C)CO2)c(C)c1,-5.34243,-2.18375,3.15868
CC(C)c1cccc(C(C)C)c1/N=C/c1cccc(-c2ccccc2)[n+]1[O-],-5.23482,-3.0183,2.21652
c1ccc(C2=C([C@]3(c4ccccc4)COc4ccccc4O3)Oc3ccccc3O2)cc1,-4.78174,-1.90093,2.88081
O=[N+]([O-])c1ccc(/N=C/c2cccs2)cc1,-6.0072,-3.51105,2.49615
