smiles,mp
CN(C)Cc1c[nH]c2ccc(Br)cc12,139
Cn1cc(CC(=O)O)c2cc(-c3ccc(C(F)(F)F)cc3)ccc21,167.5
Cc1cccc(-c2ccc3c(c2)c(CC(=O)O)cn3Cc2ccc(C(C)(C)C)cc2)c1,91.5
Cc1ccc(Cn2cc(CC(=O)O)c3cc(-c4ccc(OC(F)(F)F)cc4)ccc32)cc1,62.5
CCOC(=O)c1ccc(OCC2CCN(C(=O)OC(C)(C)C)CC2)c(OC)c1,82
COc1cc2c(Oc3cc4ccccc4[nH]3)ncnc2cc1OCCCN1CCCCC1,81
COc1cc2c(Oc3ccc4[nH]cc(C)c4c3)ncnc2cc1OCCCN1CCCC1,76
COc1cc2c(Oc3cnc4[nH]ccc4c3)ncnc2cc1OCCCN1CCCC1,184.8
Oc1cnc2[nH]ccc2c1,207.5
COc1cc(OCCCN2CCC(c3noc4cc(Cl)ccc34)CC2)ccc1C(C)=O,117
COc1ccc(NC(C)=O)cc1OCCCN1CCC(c2noc3ccc(F)cc23)CC1,205.5
COC(=O)c1c([N+](=O)[O-])cccc1S(=O)(=O)NC(C)(C)C,90
COC(=O)c1c([N+](=O)[O-])cccc1S(N)(=O)=O,228
COC(=O)c1c(NC(C)C)cccc1S(=O)(=O)NC(C)(C)C,111
COC(=O)c1c(N)cccc1S(=O)(=O)NC(C)(C)C,132.5
COC(=O)c1c(N(CC(C)C)CC(C)C)cccc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,166.5
COc1ccc(Sc2ccc(NC(=N)N)cc2)cc1,140.5
Cc1cn(-c2nccc3ccccc23)cc1C(=O)O,245
Cc1c(C(=O)O)cn(-c2ccnc3ccccc23)c1C,238
O=C(O)c1cn(-c2ccnc3ccccc23)cc1C1CC1,195
COc1c(NC(=O)c2cc3cccc(Oc4ccnc(NCCN5CCOCC5)n4)c3n2C)cc(C(C)(C)C)cc1NS(C)(=O)=O,201.5
COc1c(N)cc(C2(C)CC2)cc1NS(C)(=O)=O,145
COc1ccc(Cn2c(=O)cc(-c3nccn3C)c3cnc(SC)nc32)cc1Cl,219
Cc1nc2c(N)nc3ccccc3c2n1CCOCCNC(=O)Nc1ccccc1,194
COc1ccc(C=O)c(O[Si](C)(C)C(C)(C)C)c1O[Si](C)(C)C(C)(C)C,74.5
O=[N+]([O-])c1ccc(NCCCn2ccnc2)cc1,131
Cc1c(C)c(C)c(S(=O)(=O)N[C@@H](Cc2nc3ccc(/C=C/CNC4=NCCN4)cc3c(=O)[nH]2)C(=O)O)c(C)c1C,133
COc1cc(N2CCN([C@H](C)c3ccc(OC)c(OC)c3)CC2)ccc1Cl,174
O=C(Nc1cc2cn[nH]c2cc1Cl)c1ccccc1NCc1ccncc1,222.8
Cc1cc(C#N)sc1-c1ccc2c(c1)C(C)(C)OC(=S)N2,211.5
Cn1ccc(-c2ccc3c(c2)C(C)(C)OC(=S)N3)c1C#N,226.5
CC1(C)OC(=S)Nc2ccc(-c3cc(F)cc(Cl)c3)cc21,204.5
CC1(C)OC(=S)Nc2ccc(-c3cc(F)cc(C(F)(F)F)c3)cc21,205
CC1(C)OC(=S)Nc2ccc(-c3cc(C#N)ccc3F)cc21,250.5
ClCCOc1ccc2ccccc2c1,94
ClCCCCOc1ccc2ccccc2c1,112
COc1ccc(NCCCOc2ccc3ccccc3c2)cc1,110
NCCCOc1ccc2ccccc2c1,127
c1ccc(CNCCOc2ccc3ccccc3c2)cc1,94
COc1ccc(NCCOc2ccc3ccccc3c2)cc1,92
Cc1ccc(NCCCCOc2ccc3ccccc3c2)cc1,98
c1ccc(CNCCCOc2ccc3ccccc3c2)cc1,109
c1ccc(CNCCCCOc2ccc3ccccc3c2)cc1,105
c1ccc2cc(OCCNC3CCCCC3)ccc2c1,89
c1ccc2cc(OCCCNC3CCCCC3)ccc2c1,98
CCCCCCCCCCCCNCCCOc1ccc2ccccc2c1,126
CCCCCCCCCCCCNCCCCOc1ccc2ccccc2c1,129
CC(C)CCNCCOc1ccc2ccccc2c1,91
CC(C)CCNCCCOc1ccc2ccccc2c1,95
CC(C)CCNCCCCOc1ccc2ccccc2c1,102
c1ccc(CCCNCCOc2ccc3ccccc3c2)cc1,104
c1ccc(CCCNCCCOc2ccc3ccccc3c2)cc1,109
c1ccc(CCCNCCCCOc2ccc3ccccc3c2)cc1,117
CCCCCCCCNCCOc1ccc2ccccc2c1,105
CCCCCCCCNCCCOc1ccc2ccccc2c1,109
CCCNCCCCOc1ccc2ccccc2c1,118
CCCCNCCCOc1ccc2ccccc2c1,112
CCCNCCCOc1ccc2ccccc2c1,112
c1ccc(CCNCCCOc2ccc3ccccc3c2)cc1,270
c1ccc2cc(OCCCNN3CCCCC3)ccc2c1,78
COc1ccc(N(C)CCCOc2ccc3ccccc3c2)cc1,112
CCCCN(CCCOc1ccc2ccccc2c1)c1ccc(OC)cc1,127
COc1ccc(NCCCOc2ccc3ccc(OCCCNc4ccc(OC)cc4)cc3c2)cc1,127
COc1ccc(NCCCOc2ccc3cc(OCCCNc4ccc(OC)cc4)ccc3c2)cc1,129
CCN1CCN(Cc2ccc(C(=O)Nc3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc2)CC1,210
c1ccc(N(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,201
C(=C(c1ccccc1)c1ccccc1)c1ccc(N(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,218.5
Brc1ccc(-c2cc(-c3ccc(Br)cc3)cc(-c3ccc(Br)cc3)c2)cc1,254.5
O=C(c1cccc2[nH]ccc12)N1CCN(CCc2ccccc2)CC1,289.3
COC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,113
COC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)ncnc32)[C@H](O)[C@@H]1O,165
COC[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@H](O)[C@@H]1O,156
COC[C@H]1O[C@@H](n2cnc3c(N)nc(Cl)nc32)[C@H](O)[C@@H]1O,201
COC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)nc(Cl)nc32)[C@H](O)[C@@H]1O,125
COC[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,85
CCOC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,111
CCOC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)ncnc32)[C@H](O)[C@@H]1O,135
CCOC[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@H](O)[C@@H]1O,165
CCOC[C@H]1O[C@@H](n2cnc3c(N)nc(Cl)nc32)[C@H](O)[C@@H]1O,118
CCOC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)nc(Cl)nc32)[C@H](O)[C@@H]1O,115
CCOC[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,81
O[C@@H]1[C@@H](COC2CC2)O[C@@H](n2cnc3c(NC4CCCC4)ncnc32)[C@@H]1O,127
O[C@@H]1[C@@H](COC2CC2)O[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@@H]1O,111
Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](COC2CC2)[C@@H](O)[C@H]1O,123
O[C@@H]1[C@@H](COC2CC2)O[C@@H](n2cnc3c(NC4CCCC4)nc(Cl)nc32)[C@@H]1O,105
O[C@@H]1[C@@H](COC2CC2)O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@@H]1O,95
Cn1c(=O)c([N+](=O)[O-])c(O)c2ccccc21,193
CC(C)(C)OC(=O)N1CCN(C(=O)c2cccs2)CC1,76
Cn1c(=O)c([N+](=O)[O-])c(N2CCN(C(=O)c3cccs3)CC2)c2ccccc21,105
Cn1c(=O)c(NS(C)(=O)=O)c(N2CCN(C(=O)c3cccs3)CC2)c2ccccc21,223
Cc1ccc(S(=O)(=O)c2c(O)c3ccccc3n(C)c2=O)cc1,191
Cn1c(=O)c(S(C)(=O)=O)c(N2CCN(C(=O)c3cccs3)CC2)c2ccccc21,224
CCOC(=O)c1c(O)c2ccccc2[nH]c1=O,173
CCOC(=O)c1c(Cl)c2ccccc2[nH]c1=O,186
CCOC(=O)c1c(N2CCN(C(=O)c3cccs3)CC2)c2ccccc2[nH]c1=O,198
CC1=CC(C)(C)Nc2ccc3c(c21)C(=C1SCCCS1)Oc1ccc(F)cc1-3,121
CN1CCc2ccccc21,89
Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)c(F)c3)nc2C)ccc1OCC(=O)O,50
CSc1nnc(-c2ccc(-c3ccccc3)cc2)n1-c1ccccc1F,199.5
CN(CCOc1cccc2ccn(C(=O)OC(C)(C)C)c12)C(=O)OC(C)(C)C,75
CN(CCOc1cccc2cc(S(=O)(=O)c3ccccc3)n(C(=O)OC(C)(C)C)c12)C(=O)OC(C)(C)C,119
N#Cc1cncc(-c2ccc3c(c2)C2(CCCCC2)C(=O)N3)c1,233
Brc1cccc2c1Cc1ccccc1-2,102.5
Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,340.5
C[Si](C)(C)C#Cc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(C#C[Si](C)(C)C)ccc1-2,268
Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1ccccc1-2,182
C[Si](C)(C)C#Cc1cccc2c1C1(c3ccccc3-c3ccccc31)c1ccccc1-2,205.5
C#Cc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1ccccc1-2,169.5
COc1cc(C#Cc2ccccc2)c(OC)cc1C#Cc1ccccc1,173
COc1cc(C(=O)C(=O)c2ccccc2)c(OC)cc1C(=O)C(=O)c1ccccc1,210
COc1cc(C#C[Si](C)(C)C)c(OC)cc1C#C[Si](C)(C)C,164.5
CC1=N/C(=C\c2cccnc2)C(=O)O1,173
NC(=O)[C@H](Cc1cccnc1)NC(=O)OCc1ccccc1,152.8
COC(=O)CC(=O)c1cc(F)c(OC)c(F)c1,65.5
COc1ccc2nc(-c3ccc(OC)c(F)c3)cc(O)c2c1,327
COc1ccc2nc(-c3ccc(OC)c(F)c3)cc(Cl)c2c1,114
COc1ccc(-c2cc(Br)c3cc(OC)ccc3n2)cc1,157.5
COc1ccc2nc(-c3cc(F)c(OC)c(F)c3)cc(Br)c2c1,171
COc1ccc2nc(-c3ccc(OC)c(F)c3)cc(C#N)c2c1,189.5
Oc1ccc2nc(-c3ccc(O)c(F)c3)cc(C#Cc3ccccc3)c2c1,127
Cc1ccc(-c2cc(-c3ccc(O)c(F)c3)nc3ccc(O)cc23)cc1,186
Oc1ccc2nc(-c3ccc(O)c(F)c3)cc(-c3ccc(F)cc3)c2c1,241.5
Oc1ccc2nc(-c3ccc(O)c(F)c3)cc(-c3ccc(Cl)cc3)c2c1,143.5
N#Cc1ccc(-c2cc(-c3ccc(O)c(F)c3)nc3ccc(O)cc23)cc1,266.5
Oc1ccc2nc(-c3ccc(O)c(F)c3)cc(-c3ccc(C(F)(F)F)cc3)c2c1,299.5
Oc1ccc(-c2ccc3c(Cl)c(O)ccc3n2)cc1,215.5
COc1ccc(-c2nc3ccc(OC)cc3c(Br)c2Cl)cc1,184.5
COc1ccc2nc(-c3ccc(OC)c(F)c3)c(Cl)c(Br)c2c1,198
Oc1ccc(-c2nc3ccc(O)cc3c(-c3ccc(F)cc3)c2Cl)cc1,295.5
COc1c(Br)cc(N)cc1C(C)=O,93.5
COc1cc(Br)c(N)c(C(=O)/C=C/c2ccc(OC)c(F)c2)c1,124
COc1cc(Br)c2nc(-c3ccc(OC)c(F)c3)cc(O)c2c1,200.5
COc1cc(Br)c2nc(-c3ccc(OC)c(F)c3)cc(Cl)c2c1,176.5
COc1cc(Cl)c2nc(-c3ccc(OC)c(F)c3)cc(Br)c2c1,156.5
COc1cc(Br)c2nc(-c3ccc(OC)c(F)c3)cc(Br)c2c1,178.5
Oc1cc(Cl)c2nc(-c3ccc(O)c(F)c3)cc(Br)c2c1,185
COc1ccc(-c2cc(-c3ccc(O)c(F)c3)nc3c(Cl)cc(O)cc23)cc1,141
COc1cc(C#N)c2nc(-c3ccc(OC)c(F)c3)cc(O)c2c1,219
COc1cc(-c2ccc(C#N)cc2)c2nc(-c3ccc(OC)c(F)c3)cc(O)c2c1,249
N#CCc1ccc(-c2nc3ccccc3o2)cc1Br,190.5
N#CCc1ccc(-c2nc3ccccc3o2)cc1-c1cccc(C#N)c1,175.5
N#CCc1ccc(-c2nc3ccccc3o2)cc1[N+](=O)[O-],203
N#CCc1ccc(-c2nc3ccccc3o2)cc1N,198.5
CCOC(OCC)c1cc(=O)[nH]c(N)n1,200.3
COc1ccc(-c2cc(CN3C(=O)c4ccccc4C3=O)c(=O)n(CC3CC3)n2)cc1F,242.6
Cc1ccc(-c2cc(CN3C(=O)c4ccccc4C3=O)c(=O)n(CC(C)C)n2)cc1,222.7
CC(C)Cn1nc(-c2ccc(C(F)(F)F)cc2)cc(CO)c1=O,146.2
CC(C)Cn1nc(-c2ccc(F)c(F)c2)cc(C(=O)O)c1=O,163.6
COc1ccc(-c2cc(C(=O)O)c(=O)n(CCCc3ccc(F)cc3)n2)cc1F,186
COC(=O)c1cc(-c2ccc(OC)c(F)c2)nn(Cc2ccc(Cl)cc2)c1=O,170.8
COc1ccc(-c2cc(CO)c(=O)n(Cc3ccc(Cl)cc3)n2)cc1F,164.9
COc1ccc(-c2cc(CN3C(=O)c4ccccc4C3=O)c(=O)n(Cc3ccc(Cl)cc3)n2)cc1F,213.2
COc1ccc(-c2cc(COS(C)(=O)=O)c(=O)n(Cc3ccc(F)c(F)c3)n2)cc1F,146.1
CCOC(=O)c1ccc(F)cn1,62
CCOC(=O)c1cc(C#Cc2ccccn2)c2ccccc2n1,130
Cc1cccc(-c2nn3c(c2-c2ccc(F)cc2)CC[C@H]3CO)n1,143
COC(=O)c1cc(-c2cc(C)cs2)n(C2CCCCCCC2)n1,110.5
COC(=O)c1cc(-c2ccc(S(C)(=O)=O)cc2)n(C2CCCCCC2)n1,116
CS(=O)(=O)c1ccc(-c2cc(CO)nn2C2CCCCCC2)cc1,117
CS(=O)(=O)c1ccc(-c2cc(CO[N+](=O)[O-])nn2C2CCCCCC2)cc1,119.5
COC(=O)c1cc(-c2ccc(S(C)(=O)=O)cc2)n(C2CCCCC2)n1,108
CC(C)(C)[Si](C)(C)OCCCC(=O)c1cc(-c2ccc(S(C)(=O)=O)cc2)n(C2CCCCC2)n1,132
CS(=O)(=O)c1ccc(-c2cc(C(=O)CCCO)nn2C2CCCCC2)cc1,113
CS(=O)(=O)c1ccc(-c2cc(C(=O)CCCO[N+](=O)[O-])nn2C2CCCCC2)cc1,123
CS(=O)(=O)c1ccc(-c2cc(/C=C\CCO[N+](=O)[O-])nn2C2CCCCC2)cc1,129.5
COC(=O)c1cc(-c2ccc(S(C)(=O)=O)cc2)n(-c2ccccc2)n1,191.5
CS(=O)(=O)c1ccc(-c2cn(-c3ccccc3)nc2C(=O)O)cc1,207.5
COC(=O)c1cc(-c2ccc(S(C)(=O)=O)cc2)n(-c2ccc(Cl)cc2)n1,170
CS(=O)(=O)c1ccc(-c2cc(CO)nn2-c2ccc(Cl)cc2)cc1,98
CS(=O)(=O)c1ccc(-c2cc(CBr)nn2-c2ccc(Cl)cc2)cc1,62
COC(=O)c1cc(-c2cc(C)cs2)n(-c2ccccc2)n1,95
Cc1csc(-c2cc(CO)nn2-c2ccccc2)c1,105.5
Cc1ccc(-n2nc(C(=O)CCCO)cc2-c2ccc(S(C)(=O)=O)cc2)cc1,160
Cc1ccc(-n2nc(C(=O)CCCO[N+](=O)[O-])cc2-c2ccc(S(C)(=O)=O)cc2)cc1,108
Cc1csc(-c2cc(C(=O)CCCO[Si](C)(C)C(C)(C)C)nn2-c2ccc(F)cc2)c1,46.5
CS(=O)(=O)c1ccc(-c2cc(C(=O)CCCO)nn2-c2ccc(F)cc2)cc1,165
CS(=O)(=O)c1ccc(-c2cc(C(=O)CCCO[N+](=O)[O-])nn2-c2ccc(F)cc2)cc1,135
CS(=O)(=O)c1ccc(-c2cc(C(=O)CCCO)nn2-c2ccc(Br)cc2)cc1,136.5
CS(=O)(=O)c1ccc(-c2cc(C(=O)CCCO[N+](=O)[O-])nn2-c2ccc(Br)cc2)cc1,151
NNc1ccc(S(N)(=O)=O)cc1,170
COC(=O)c1cc(-c2ccc(C)cc2)n(-c2ccc(S(N)(=O)=O)cc2)n1,138.5
Cc1ccc(-c2[nH]nc(CO)c2-c2ccc(S(N)(=O)=O)cc2)cc1,130
Cc1ccc(-c2[nH]nc(COCCCO)c2-c2ccc(S(N)(=O)=O)cc2)cc1,85.5
Cc1ccc(-c2[nH]nc(COCCCO[N+](=O)[O-])c2-c2ccc(S(N)(=O)=O)cc2)cc1,62
CS(=O)(=O)c1ccc(-c2cc(C(=O)CCCCCO)nn2C2CCCCC2)cc1,126
Cc1csc(-c2cc(C(=O)CCCO[Si](C)(C)C(C)(C)C)nn2-c2ccc(C(F)(F)F)cc2)c1,102.5
CS(=O)(=O)c1ccc(-c2cc(C(=O)CCCO)nn2-c2ccc(C(F)(F)F)cc2)cc1,61.5
CS(=O)(=O)c1ccc(-c2cc(C(=O)CCCO[N+](=O)[O-])nn2-c2ccc(C(F)(F)F)cc2)cc1,153
COc1ccc(-n2nc(C(=O)CCCO[Si](C)(C)C(C)(C)C)cc2-c2cc(C)cs2)cc1,52
COc1ccc(-n2nc(C(=O)CCCO)cc2-c2ccc(S(C)(=O)=O)cc2)cc1,126
COc1ccc(-n2nc(C(=O)CCCO[N+](=O)[O-])cc2-c2ccc(S(C)(=O)=O)cc2)cc1,133
CS(=O)(=O)c1ccc(-c2cc(CCO[N+](=O)[O-])nn2C2CCCCC2)cc1,117
Cc1csc(-c2cc(/C=C/CO)nn2C2CCCCC2)c1,90
CS(=O)(=O)c1ccc(-c2cc(/C=C/CO)nn2C2CCCCC2)cc1,121
CS(=O)(=O)c1ccc(-c2cc(CCCO)nn2C2CCCCC2)cc1,138
CS(=O)(=O)c1ccc(-c2cc(CCCO[N+](=O)[O-])nn2C2CCCCC2)cc1,77
NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2COCC(F)(F)CO)cc1,93.5
NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2COCC(F)(F)C(F)(F)CO[N+](=O)[O-])cc1,46
NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2COCC(F)(F)C(F)(F)C(F)(F)CO)cc1,50.5
NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2COCC(F)(F)C(F)(F)C(F)(F)CO[N+](=O)[O-])cc1,38.5
NS(=O)(=O)c1ccc(-c2c(COCCCO)n[nH]c2-c2ccc(Cl)cc2)cc1,96
NS(=O)(=O)c1cc(COCCCO[N+](=O)[O-])cc(-c2ccccc2Cl)c1,88
NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2COCCS(=O)(=O)CCO)cc1,81
CC(C)(C)[Si](C)(C)OCCCC(=O)c1cc(-c2ccc(S(N)(=O)=O)cc2)n(C2CCCCC2)n1,152
NS(=O)(=O)c1ccc(-c2cc(C(=O)CCCO)nn2C2CCCCC2)cc1,153
CS(=O)(=O)c1ccc(-c2cc(C(=O)CCCO[N+](=O)[O-])nn2-c2ccc(Cl)cc2)cc1,131.5
COC(=O)CCCC(=O)/C=C(\O)c1cc(C)cs1,92.5
Cc1csc(-c2cc(CCCC(=O)O)nn2-c2ccc(C(F)(F)F)cc2)c1,92.5
CS(=O)(=O)c1ccc(-c2cc(CCCC(=O)O)nn2-c2ccc(C(F)(F)F)cc2)cc1,155.5
CNC(=O)n1cc(C(N)=O)nc1C(C)(C)C,146
CNC(=O)n1cnc(C(N)=O)c1N,167
Nc1nc(Cl)c2cnn(Cc3ccccc3F)c2n1,197.5
C=C(C(=O)OC)[C@@H](O)c1ccccc1,48
Clc1nnnc(-c2cccc3ccccc23)c1Cl,167.5
Oc1ccc(-c2nnnc(-c3cccc4ccccc34)c2-c2ccc(O)cc2O)c(O)c1,280
Oc1ccccc1-c1nc(-c2ccc(-c3ccccc3)cc2)nc(-c2ccc3ccccc3c2)n1,233
CC(C)(C)Oc1ccc(I)cc1,40.75
CC(=O)OCc1nc(C(C)C)c(Sc2cc(Cl)cc(Cl)c2)n1Cc1ccncc1,134
Oc1ccc2c(c1O)Cc1cccc3c1[C@@H]2CNC3,175.5
COc1cccc(C(=O)c2sccc2Br)c1,40
COc1cccc(-c2noc3ccsc23)c1,51.5
c1cc(OCCN2CCc3ccccc3C2)cc(-c2noc3ccsc23)c1,203
N#Cc1sccc1[N+](=O)[O-],87.5
COc1ccc(CNc2ccccc2C(=O)Nc2cccc(C(F)(F)F)c2C)cn1,134.5
Cc1c(NC(=O)c2ccccc2[N+](=O)[O-])cccc1C(F)(F)F,188.5
CC#Cc1ccc(NC(=O)c2ccccc2NCc2ccc(=O)[nH]c2)cc1C(F)(F)F,210
O=C(Nc1cccc(C(F)(F)F)c1)c1ccccc1NCc1ccc(=O)[nH]c1,171.5
Cc1c(NC(=O)c2ccccc2NCc2ccc(=O)[nH]c2)cccc1C(F)(F)F,191.5
Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1C(C)(C)Oc1cccc(COC(C)(C)C(=O)O)c1,136
Nc1nc2c(s1)C(=O)CCC2,260.9
CCCCc1nc2c(N)nc3cc(Br)ccc3c2n1CC(C)C,199
CCCCc1nc2c(N)nc3cc(-c4ccsc4)ccc3c2n1CC(C)C,229.5
CCCCc1nc2c(N)nc3cc(-c4ccccc4)ccc3c2n1CC(C)C,250
CCCCc1nc2c(N)nc3cc(-c4ccc(OC)cc4OC)ccc3c2n1CC(C)C,188
CCCCc1nc2c(N)nc3cc(-c4ccc(C(C)(C)C)cc4)ccc3c2n1CC(C)C,219.5
CCCCc1nc2c(N)nc3cc(-c4ccc(OCCC)cc4)ccc3c2n1CC(C)C,195.5
CCCCc1nc2c(N)nc3cc(-c4ccccc4OCCC)ccc3c2n1CC(C)C,175.2
CCCCc1nc2c(N)nc3cc(/C=C/c4ccccc4)ccc3c2n1CC(C)C,215.5
CCCCc1nc2c(N)nc3cc(CCc4ccccc4)ccc3c2n1CC(C)C,181.5
CCOCc1nc2c(N)nc3cc(-c4ccsc4)ccc3c2n1CC(C)C,188
CCCCc1nc2c(N)nc3cc(-c4ccccc4)ccc3c2n1CCCS(C)(=O)=O,215
CC(C)Cn1cnc2c(N)nc3ccc(-c4ccc(C(C)(C)C)cc4)cc3c21,250
CC(C)Cn1cnc2c(N)nc3ccc(-c4ccsc4)cc3c21,235.5
COc1ccc(-c2ccc3nc(N)c4ncn(CC(C)C)c4c3c2)c(OC)c1,225
CC(C)Cn1cnc2c(N)nc3ccc(-c4cccnc4)cc3c21,245
CC(C)Cn1cnc2c(N)nc3ccc(-c4ccccc4)cc3c21,203.5
CCc1nc2c(N)nc3ccc(-c4ccccc4)cc3c2n1CC(C)C,234
CCc1nc2c(N)nc3ccc(-c4cccnc4)cc3c2n1CC(C)C,250
CCCCn1c(COCC)nc2c(N)nc3ccc(Br)cc3c21,182.5
CCCCn1c(COCC)nc2c(N)nc3ccc(-c4ccccc4)cc3c21,186.5
CCCCn1c(COCC)nc2c(N)nc3ccc(-c4cccnc4)cc3c21,221
CCOCc1nc2c(N)nc3cc(-c4cccnc4)ccc3c2n1CC(C)C,180.5
CCOCc1nc2c(N)nc3cc(-c4cncc(CO)c4)ccc3c2n1CC(C)C,211.5
CCOCc1nc2c(N)nc3cc(-c4ccncc4)ccc3c2n1CC(C)C,212
CC(C)Cn1cnc2c(N)nc3ccc(CCc4ccccc4)cc3c21,176.5
Cc1nc2c(N)nc3cc(-c4ccccc4)ccc3c2n1CCCS(C)(=O)=O,204
CCOCc1nc2c(N)nc3cc(-c4ccsc4)ccc3c2n1CC(C)(C)O,204.5
CCOCc1nc2c(N)nc3cc(-c4cccnc4)ccc3c2n1CC(C)(C)O,198
CCOCc1nc2c(N)nc3cc(-c4ccncc4)ccc3c2n1CC(C)(C)O,220.5
CCOCc1nc2c(N)nc3cc(-c4cn[nH]c4)ccc3c2n1CC(C)(C)O,250
CCOCc1nc2c(N)nc3cc(-c4cccc(C(=O)N5CCCC5)c4)ccc3c2n1CC(C)(C)O,217
CCOCc1nc2c(N)nc3cc(-c4cccc(C(=O)N5CCOCC5)c4)ccc3c2n1CC(C)(C)O,153
CCOCc1nc2c(N)nc3cc(-c4ccccc4)ccc3c2n1CC(C)(C)O,211.5
CCOCc1nc2c(N)nc3cc(-c4cncc(CO)c4)ccc3c2n1CC(C)(C)O,189
CCOCc1cncc(-c2ccc3c(c2)nc(N)c2nc(COCC)n(CC(C)(C)O)c23)c1,156.2
CCOCc1nc2c(N)nc3cc(-c4cccc(C(=O)O)c4)ccc3c2n1CC(C)(C)O,250
COCCc1nc2c(N)nc3cc(-c4ccccc4)ccc3c2n1CC(C)(C)O,226.5
COCCc1nc2c(N)nc3cc(-c4ccsc4)ccc3c2n1CC(C)(C)O,233.5
COCCc1nc2c(N)nc3cc(-c4cccnc4)ccc3c2n1CC(C)(C)O,159
COCCc1nc2c(N)nc3cc(-c4cccc(CO)c4)ccc3c2n1CC(C)(C)O,212.5
COCCc1nc2c(N)nc3cc(-c4cncc(CO)c4)ccc3c2n1CC(C)(C)O,210.5
CCc1nc2c(N)nc3cc(-c4cccnc4)ccc3c2n1CC(C)(C)O,246
CCc1nc2c(N)nc3cc(-c4ccncc4)ccc3c2n1CC(C)(C)O,250
CCc1nc2c(N)nc3cc(-c4cncc(CO)c4)ccc3c2n1CC(C)(C)O,250
COCCc1nc2c(N)nc3cc(-c4cncc(CO)c4)ccc3c2n1CC(C)C,203
CCOCc1nc2c(N)nc3ccc(CCc4ccccc4)cc3c2n1CC(C)(C)O,175.5
CCOCc1nc2c(N)nc3cc(-c4cccnc4)ccc3c2n1CCCCNC(=O)OC(C)(C)C,118
CCCc1nc2c(N)nc3cc(-c4cccnc4)ccc3c2n1CCCCNC(=O)OC(C)(C)C,137
CCOCc1nc2cnc3cc(Br)ccc3c2n1CC1CCN(C(=O)OC(C)(C)C)CC1,169.5
CCOCc1nc2c(N)nc3cc(-c4cccnc4)ccc3c2n1CC1CCN(C(=O)OC(C)(C)C)CC1,197.5
COCCc1nc2c(N)nc3cc(Br)ccc3c2n1CCCN1CCCC1=O,229.5
COCCc1nc2c(N)nc3ccc(Br)cc3c2n1CCCN1CCCC1=O,186.5
CC(C)(C)OC(=O)N1CCC(CNc2c([N+](=O)[O-])cnc3cc(-c4ccccc4)ccc23)CC1,153.5
CCOCc1nc2cnc3cc(-c4ccccc4)ccc3c2n1CC1CCN(C(=O)OC(C)(C)C)CC1,166.5
CCOCc1nc2c(N)nc3cc(-c4ccccc4)ccc3c2n1CC1CCN(C(=O)OC(C)(C)C)CC1,194.5
CCOCc1nc2c(N)nc3cc(-c4ccccc4)ccc3c2n1CC1CCNCC1,142.5
c1ccc(OCCn2c(CC3CC3)nc3cnc4cc(-c5ccccc5)ccc4c32)cc1,175.5
CCOCc1nc2cnc3cc(-c4ccccc4)ccc3c2n1CCOc1ccccc1,137.5
COc1ccc(Cc2nc3cnc4cc(-c5ccccc5)ccc4c3n2CCOc2ccccc2)cc1,205.5
COCCc1nc2c(N)nc3cc(-c4ccccc4)ccc3c2n1CCCCNS(C)(=O)=O,201.5
CCCc1nc2c(N)nc3cc(-c4ccccc4)ccc3c2n1CC(C)(C)NS(C)(=O)=O,138
